iter	MultiClass
179	0.376561969
180	0.3753197893
181	0.3726929443
182	0.371627389
183	0.3709990161
184	0.3702851815
185	0.3686949809
186	0.3663705913
187	0.3648879201
188	0.3634788481
189	0.3625778749
190	0.3614836291
191	0.3598527139
192	0.3591768934
193	0.3576716271
194	0.3562881311
195	0.3555141115
196	0.3543803079
197	0.3527226702
198	0.3517401977
199	0.3485534534
200	0.3477373357
201	0.3457514999
202	0.3443313245
203	0.3426706149
204	0.3422954956
205	0.3416570394
206	0.3409614607
207	0.3393166956
208	0.3373392439
209	0.3362751947
210	0.3344152842
211	0.3338916102
212	0.3328893256
213	0.3318691992
214	0.3313221083
215	0.3301449286
216	0.3282988548
217	0.3269187229
218	0.3263358899
219	0.3256692359
220	0.3250255314
221	0.3244747266
222	0.3231091684
223	0.3222739457
224	0.3217358673
225	0.3209489135
226	0.3204680323
227	0.319842561
228	0.3195390716
229	0.3186046349
230	0.3177398545
231	0.3152496153
232	0.3147756223
233	0.3137869629
234	0.3134532219
235	0.3119196176
236	0.3101928394
237	0.3094158056
238	0.3085379762
239	0.3069553767
240	0.3055435502
241	0.305104406
242	0.3042243972
243	0.3037896853
244	0.3034672821
245	0.3029000847
246	0.3020114079
247	0.3004841617
248	0.2990802398
249	0.2984557247
250	0.2975874899
251	0.296955308
252	0.2964380954
253	0.2949613379
254	0.2938028666
255	0.2931736323
256	0.2925651233
257	0.2919640575
258	0.2911475126
259	0.2905697839
260	0.2891287387
261	0.2879732291
262	0.287432855
263	0.2867456843
264	0.2860350122
265	0.2853589829
266	0.2849230569
267	0.2841002795
268	0.2836616388
269	0.2829179202
270	0.2825076788
271	0.2813535135
272	0.2806799968
273	0.2801586263
274	0.2796217991
275	0.2784586501
276	0.2777465823
277	0.2773778057
278	0.2762493641
279	0.2756012387
280	0.274549532
281	0.273713333
282	0.273059948
283	0.2727821449
284	0.2718116672
285	0.2714437784
286	0.270701092
287	0.2697261663
288	0.2686952689
289	0.2678350601
290	0.2673893116
291	0.266775012
292	0.2658812297
293	0.2649343035
294	0.2639973029
295	0.263670739
296	0.2625540158
297	0.2618764631
298	0.261147807
299	0.2609034691
300	0.2604613531
301	0.2601388036
302	0.2595986543
303	0.259230528
304	0.2585021727
305	0.2573899746
306	0.2571118818
307	0.2566520537
308	0.2562648559
309	0.2555851736
310	0.2549219378
311	0.2542969716
312	0.2534926023
313	0.2518876589
314	0.2514558525
315	0.2506001212
316	0.250229108
317	0.2496918457
318	0.2492116782
319	0.2489355612
320	0.2481701456
321	0.2475322359
322	0.2465502129
323	0.2462784502
324	0.2459612527
325	0.2454529922
326	0.244898381
327	0.2444200657
328	0.2437821017
329	0.2431696521
330	0.2425922366
331	0.2423503849
332	0.242117787
333	0.2418463873
334	0.241190486
335	0.2408793377
336	0.2405056923
337	0.2391694
338	0.2381964996
339	0.237261292
340	0.2364766994
341	0.2361132285
342	0.2358430487
343	0.2354884884
344	0.2344278663
345	0.2338651567
346	0.2334518094
347	0.2325216218
348	0.2320020957
349	0.2312260821
350	0.230695954
351	0.2303964393
352	0.2299783462
353	0.2290120106
354	0.2285258295
355	0.2283074512
356	0.2279082373
357	0.2275920679
358	0.2268090952
359	0.2265013044
360	0.2259347722
361	0.2252888385
362	0.2248649711
363	0.2242716006
364	0.2239541066
365	0.2237055117
366	0.2230166014
367	0.2227465498
368	0.2223200854
369	0.2221430869
370	0.2213204773
371	0.2209747915
372	0.2197983
373	0.2193109741
374	0.219025069
375	0.2185991995
376	0.218380946
377	0.2178859866
378	0.2169015497
379	0.2166619256
380	0.2162722487
381	0.2153600546
382	0.2151281567
383	0.2148368168
384	0.2144463136
385	0.214238827
386	0.2139051008
387	0.2128526999
388	0.2121329559
389	0.2113094911
390	0.2110300304
391	0.2104332823
392	0.209716693
393	0.2092375016
394	0.2086278984
395	0.2082310893
396	0.2079212679
397	0.2076192063
398	0.2074171972
399	0.2070042806
400	0.2066092261
401	0.2064305466
402	0.2060515435
403	0.2053731086
404	0.205101371
405	0.2049680685
406	0.2046981196
407	0.2044840886
408	0.2041932518
409	0.2040144137
410	0.2033688249
411	0.2029097687
412	0.2018886516
413	0.2015920152
414	0.2011840836
415	0.2004207675
416	0.2001790251
417	0.1998816352
418	0.1993503359
419	0.1990825549
420	0.1984929629
421	0.1983030126
422	0.1980419531
423	0.1976287128
424	0.1973037994
425	0.1972029534
426	0.1966211741
427	0.1962627882
428	0.1960371918
429	0.1958410255
430	0.1951664822
431	0.1949733951
432	0.1943903454
433	0.1940685976
434	0.1934831026
435	0.1932582307
436	0.1929129142
437	0.1926743642
438	0.1923731067
439	0.1914944897
440	0.1913106688
441	0.191046041
442	0.1907877048
443	0.1904975198
444	0.1900640879
445	0.1897485775
446	0.1893061963
447	0.1891831022
448	0.1889217959
449	0.1881801513
450	0.1879929477
451	0.1876179719
452	0.1871151072
453	0.1868405282
454	0.1863744673
455	0.1852835446
456	0.1846862508
457	0.1845015371
458	0.1840594942
459	0.1838201724
460	0.1834770862
461	0.1831644738
462	0.1827801904
463	0.1824846358
464	0.182127879
465	0.1818982556
466	0.1814619753
467	0.1811626037
468	0.1809724056
469	0.180762993
470	0.1805935298
471	0.1802678796
472	0.1798859087
473	0.179585625
474	0.1792440326
475	0.1790580978
476	0.1788980706
477	0.178587574
478	0.1778722027
479	0.177693886
480	0.1775252776
481	0.1770866622
482	0.176664369
483	0.1764180571
484	0.1761855471
485	0.1760150972
486	0.1754894324
487	0.1752805871
488	0.1749105747
489	0.1746765449
490	0.1741210414
491	0.1738666841
492	0.1735798078
493	0.1733214211
494	0.1729978561
495	0.1728203907
496	0.172551753
497	0.1723397078
498	0.1719960844
499	0.171835461
500	0.1715868002
501	0.1713121574
502	0.1710256313
503	0.1700078752
504	0.1697441561
505	0.169287258
506	0.1689507377
507	0.1687429132
508	0.1679213445
509	0.1675473652
510	0.1672348148
511	0.1670565092
512	0.1668534936
513	0.1666349916
514	0.1664308207
515	0.1663113096
516	0.1662143472
517	0.1657240274
518	0.1655650487
519	0.1653931454
520	0.1649598462
521	0.1647146856
522	0.1645833204
523	0.164347681
524	0.1641353486
525	0.1639449032
526	0.1637043799
527	0.1635423103
528	0.1631291245
529	0.1628761721
530	0.1627425308
531	0.1623220957
532	0.1619207379
533	0.1610244485
534	0.1608179239
535	0.1603500662
536	0.1601135023
537	0.1599980156
538	0.1595639555
539	0.1593556148
540	0.1586540897
541	0.1583786767
542	0.1581943147
543	0.1578553425
544	0.1575441834
545	0.1572156263
546	0.1570790671
547	0.156894579
548	0.1567311336
549	0.1565347694
550	0.1559204722
551	0.1555171566
552	0.1550483141
553	0.1543466149
554	0.1541988096
555	0.1533637861
556	0.1530926067
557	0.1526185937
558	0.1522557887
559	0.1519710864
560	0.1514761647
561	0.1513165195
562	0.1512319182
563	0.1509834664
564	0.1507669395
565	0.1501100722
566	0.1499517061
567	0.1497702267
568	0.1494285719
569	0.1491998246
570	0.148790854
571	0.1486901917
572	0.1482977054
573	0.1480486845
574	0.147897657
575	0.1477559659
576	0.1475821215
577	0.1473960052
578	0.1468737104
579	0.1467909965
580	0.1465549673
581	0.146405213
582	0.1459353283
583	0.1453661145
584	0.1451646358
585	0.1450441216
586	0.1449011732
587	0.1445927649
588	0.1444423943
589	0.1443132578
590	0.1441259638
591	0.1437685388
592	0.1435579864
593	0.1430010839
594	0.1428920598
595	0.1425807239
596	0.1424229016
597	0.1422712799
598	0.1419826765
599	0.1417770032
600	0.1416158835
601	0.1414652255
602	0.1411934583
603	0.1409100245
604	0.1407709268
605	0.1406315449
606	0.1405108418
607	0.1403653265
608	0.1401004308
609	0.1397522576
610	0.1395559481
611	0.1394538033
612	0.1393353015
613	0.1390826027
614	0.1388948234
615	0.1388012805
616	0.1382949193
617	0.1379504016
618	0.1378445289
619	0.1376632929
620	0.1374476411
621	0.137190835
622	0.1370305606
623	0.1367394634
624	0.13659261
625	0.1357699728
626	0.1354334088
627	0.1353342357
628	0.1352035447
629	0.135010922
630	0.1348529893
631	0.134726269
632	0.1345394237
633	0.1341704541
634	0.1337072495
635	0.1332994365
636	0.1329721543
637	0.1326757349
638	0.1322827452
639	0.1320156172
640	0.131684368
641	0.1314713052
642	0.1313970701
643	0.131133316
644	0.1310427766
645	0.1307752564
646	0.1304774948
647	0.129584529
648	0.1295074761
649	0.1293726849
650	0.1290264604
651	0.1288883837
652	0.1287954191
653	0.128520302
654	0.1281658356
655	0.1279517995
656	0.1278519873
657	0.1277200307
658	0.1275300936
659	0.1274186502
660	0.1272679541
661	0.1270618834
662	0.1268249022
663	0.1264940722
664	0.1263914378
665	0.1263298746
666	0.1260922955
667	0.1259847702
668	0.1258809359
669	0.1255845125
670	0.1254876373
671	0.1253933904
672	0.1251846684
673	0.1250046766
674	0.1248935541
675	0.1247013145
676	0.1242851965
677	0.1240561646
678	0.1239736134
679	0.1239088753
680	0.1237267458
681	0.1235263302
682	0.1234136252
683	0.1231582085
684	0.1230463687
685	0.1228490525
686	0.1226393233
687	0.1224531731
688	0.1221810001
689	0.121709826
690	0.1215786294
691	0.1211955336
692	0.1210767731
693	0.120952669
694	0.1206844619
695	0.1204230291
696	0.1203439692
697	0.1201975525
698	0.1200847375
699	0.119996904
700	0.1199113454
701	0.1197647055
702	0.1196958199
703	0.1194877029
704	0.1192459245
705	0.1191321531
706	0.1190357432
707	0.1189346651
708	0.1188686533
709	0.1187930926
710	0.1185918538
711	0.1183538169
712	0.118276687
713	0.1180354023
714	0.1179057789
715	0.1177930407
716	0.117697807
717	0.1174352223
718	0.1172445364
719	0.1170784437
720	0.116997192
721	0.11686264
722	0.1167452805
723	0.1165914213
724	0.1165137063
725	0.1164713994
726	0.1160355302
727	0.1157365934
728	0.1155692154
729	0.1153999207
730	0.1152050003
731	0.1151198544
732	0.1150131483
733	0.1147374588
734	0.1145091726
735	0.1142700879
736	0.1141445068
737	0.114010383
738	0.1139277576
739	0.113659871
740	0.1135650641
741	0.1134524689
742	0.1133762677
743	0.1132416539
744	0.1131446683
745	0.1126836826
746	0.1125398712
747	0.1123628239
748	0.1121826309
749	0.112045265
750	0.1117650513
751	0.1115569323
752	0.1114954483
753	0.1113404951
754	0.1112104432
755	0.1110375116
756	0.1109433386
757	0.1107637243
758	0.1107009852
759	0.1104682198
760	0.110347731
761	0.1101635166
762	0.1096687047
763	0.1095444403
764	0.1094372537
765	0.1092843436
766	0.1090802926
767	0.1090192134
768	0.1086796044
769	0.1085834252
770	0.1083083165
771	0.1080728372
772	0.1078293455
773	0.1076981523
774	0.1074162603
775	0.1073602201
776	0.1072962962
777	0.1070087138
778	0.1067765239
779	0.1066585368
780	0.1065831354
781	0.1065325975
782	0.1064586895
783	0.106292956
784	0.1061732855
785	0.10602236
786	0.1055401845
787	0.1052516015
788	0.1050827786
789	0.1050062991
790	0.1049173684
791	0.1047495349
792	0.1045628121
793	0.1044472092
794	0.1043978004
795	0.1042335611
796	0.1041255062
797	0.1040601278
798	0.1037629253
799	0.1034898948
800	0.1034378148
801	0.1032631486
802	0.103089067
803	0.1029306042
804	0.1027861985
805	0.1026992682
806	0.1025912585
807	0.102489932
808	0.102405106
809	0.1023230035
810	0.1020460364
811	0.1019141386
812	0.101827285
813	0.1017496049
814	0.1016698148
815	0.1014093473
816	0.1012048697
817	0.1011047684
818	0.1010522506
819	0.1006530893
820	0.1005411167
821	0.1004428265
822	0.1002103938
823	0.1001118955
824	0.1000194002
825	0.09996159806
826	0.09969466846
827	0.09931049397
828	0.09902480826
829	0.09897695915
830	0.09873021978
831	0.09867195096
832	0.09859153653
833	0.09851476181
834	0.09831565426
835	0.09826004273
836	0.09817336847
837	0.09807022922
838	0.09793518893
839	0.09771063164
840	0.0976410317
841	0.09740831069
842	0.09732552555
843	0.09721492977
844	0.09714252181
845	0.09707792713
846	0.09691542756
847	0.09674648319
848	0.09668763831
849	0.09661098186
850	0.09633097663
851	0.09614957412
852	0.09605003425
853	0.09589650758
854	0.09559566127
855	0.09552976579
856	0.09541760326
857	0.09517795833
858	0.09513354389
859	0.09504678955
860	0.09482666074
861	0.0947685768
862	0.09452519442
863	0.09441613751
864	0.09427552438
865	0.09413178877
866	0.09402021851
867	0.09392814948
868	0.09381384151
869	0.09362938264
870	0.0935825076
871	0.0935224946
872	0.09347189021
873	0.09341379724
874	0.09322493971
875	0.09316628247
876	0.09305011408
877	0.09277635691
878	0.09272147435
879	0.09265869093
880	0.09243511662
881	0.09232696032
882	0.09224389361
883	0.09207389989
884	0.09200628855
885	0.09193369306
886	0.09163929545
887	0.09158262233
888	0.09153394862
889	0.09147327613
890	0.09139187646
891	0.09131444865
892	0.09108140275
893	0.09103585164
894	0.09097854918
895	0.09077156414
896	0.09071096875
897	0.09066636844
898	0.09051012481
899	0.09027651641
900	0.09019852566
901	0.09012478076
902	0.09007758374
903	0.08994956822
904	0.08982913442
905	0.08964407189
906	0.08950344734
907	0.08945887984
908	0.08923711461
909	0.08916555373
910	0.08900736202
911	0.08893914038
912	0.08885900869
913	0.08872323488
914	0.08865274628
915	0.08839005234
916	0.08832014109
917	0.08822381814
918	0.0881458153
919	0.08807109318
920	0.08796574109
921	0.0878954324
922	0.08780143922
923	0.0877601461
924	0.08765004953
925	0.08737374621
926	0.08726398107
927	0.08721769643
928	0.08716310814
929	0.08708458845
930	0.08703832816
931	0.08697983199
932	0.08687780593
933	0.08679441661
934	0.08668140302
935	0.08660072647
936	0.08655299874
937	0.08643037733
938	0.08627941564
939	0.08624283482
940	0.08615018411
941	0.0858168083
942	0.08572642883
943	0.08567223363
944	0.08543132041
945	0.08540104538
946	0.08535934972
947	0.08523402042
948	0.08512450214
949	0.08500824569
950	0.08492969807
951	0.08484037174
952	0.08477157463
953	0.08436631496
954	0.08403212425
955	0.08397753228
956	0.08394022559
957	0.08380019225
958	0.08374881768
959	0.08350655425
960	0.08332258533
961	0.08328348554
962	0.0831475888
963	0.0830688462
964	0.08297305339
965	0.08284410388
966	0.08280505085
967	0.0825410795
968	0.08248103094
969	0.08242157456
970	0.08223966872
971	0.08218965389
972	0.0821335514
973	0.08196149295
974	0.08190435803
975	0.08181882967
976	0.0817570187
977	0.0816035576
978	0.08154737396
979	0.08150495688
980	0.08143387408
981	0.08140704174
982	0.08135659009
983	0.08120198587
984	0.08105848849
985	0.08096575765
986	0.08080439888
987	0.08073617619
988	0.08065049834
989	0.08061007339
990	0.08054457225
991	0.08049153193
992	0.08046026223
993	0.08038155916
994	0.0803083155
995	0.08026231477
996	0.08004413756
997	0.07999189702
998	0.07992678202
999	0.07975789772
