iter	Passed	Remaining
699	13259	5682
700	13278	5663
701	13297	5644
702	13318	5626
703	13336	5607
704	13356	5588
705	13376	5570
706	13394	5551
707	13413	5532
708	13432	5513
709	13452	5494
710	13471	5475
711	13490	5456
712	13511	5438
713	13531	5419
714	13550	5401
715	13569	5382
716	13589	5363
717	13608	5344
718	13627	5326
719	13647	5307
720	13667	5288
721	13686	5269
722	13705	5250
723	13725	5232
724	13744	5213
725	13763	5194
726	13781	5175
727	13799	5155
728	13817	5136
729	13836	5117
730	13854	5098
731	13872	5078
732	13889	5059
733	13908	5040
734	13926	5021
735	13945	5002
736	13964	4983
737	13982	4964
738	14001	4945
739	14021	4926
740	14042	4908
741	14061	4889
742	14080	4870
743	14099	4851
744	14119	4832
745	14139	4814
746	14158	4795
747	14177	4776
748	14197	4757
749	14216	4738
750	14235	4719
751	14253	4700
752	14271	4681
753	14289	4662
754	14308	4643
755	14327	4624
756	14348	4605
757	14368	4587
758	14387	4568
759	14406	4549
760	14425	4530
761	14444	4511
762	14463	4492
763	14482	4473
764	14501	4454
765	14520	4435
766	14540	4416
767	14559	4398
768	14579	4379
769	14598	4360
770	14618	4341
771	14637	4323
772	14656	4304
773	14675	4285
774	14694	4266
775	14714	4247
776	14733	4228
777	14753	4209
778	14773	4191
779	14793	4172
780	14812	4153
781	14831	4134
782	14849	4115
783	14869	4096
784	14888	4077
785	14907	4058
786	14926	4039
787	14944	4020
788	14963	4001
789	14983	3982
790	15003	3964
791	15022	3945
792	15042	3926
793	15061	3907
794	15080	3888
795	15100	3869
796	15131	3853
797	15153	3835
798	15178	3818
799	15202	3800
800	15221	3781
801	15240	3762
802	15258	3743
803	15276	3724
804	15294	3704
805	15312	3685
806	15330	3666
807	15349	3647
808	15367	3628
809	15385	3608
810	15404	3589
811	15423	3570
812	15441	3551
813	15460	3532
814	15478	3513
815	15496	3494
816	15514	3475
817	15533	3456
818	15551	3436
819	15569	3417
820	15587	3398
821	15604	3379
822	15623	3360
823	15642	3341
824	15659	3321
825	15677	3302
826	15695	3283
827	15714	3264
828	15732	3245
829	15750	3225
830	15768	3206
831	15786	3187
832	15804	3168
833	15823	3149
834	15842	3130
835	15859	3111
836	15877	3092
837	15895	3072
838	15913	3053
839	15931	3034
840	15949	3015
841	15967	2996
842	15985	2977
843	16002	2957
844	16020	2938
845	16040	2919
846	16059	2900
847	16076	2881
848	16094	2862
849	16113	2843
850	16131	2824
851	16149	2805
852	16167	2786
853	16185	2767
854	16203	2747
855	16221	2728
856	16239	2709
857	16258	2690
858	16276	2671
859	16294	2652
860	16312	2633
861	16330	2614
862	16348	2595
863	16366	2576
864	16384	2557
865	16402	2537
866	16419	2518
867	16437	2499
868	16455	2480
869	16474	2461
870	16492	2442
871	16510	2423
872	16528	2404
873	16546	2385
874	16564	2366
875	16582	2347
876	16601	2328
877	16621	2309
878	16640	2290
879	16660	2271
880	16679	2252
881	16700	2234
882	16719	2215
883	16738	2196
884	16757	2177
885	16776	2158
886	16796	2139
887	16815	2120
888	16834	2101
889	16853	2083
890	16873	2064
891	16893	2045
892	16912	2026
893	16930	2007
